stock,name,year,month,price,sector,subsector,PE,P_FCF,ROA,ROC,ROE,OPROE,EPS_GROWTH,EBIT,EBIT_MARGIN
FBK IM Equity,FINECOBANK SPA,2019,1,9.744,Financials,Banks,23.9185,117.1376,1.046,12.9073,31.4453,32.5286,23.5294,NA,NA
FCA IM Equity,FIAT CHRYSLER AUTOMOBILES NV,2019,1,14.832,Consumer Goods,Automobiles & Parts,NA,NA,3.1992,NA,14.4492,21.4571,-38.8889,1193.9199999999998,5.0911
FCC SQ Equity,FOMENTO DE CONSTRUC Y CONTRA,2019,1,12.78,Industrials,Construction & Materials,19.4556,6.9027,1.328,5.7191,11.1012,11.3632,-74.9997,148.259608,8.2146
FCO IM Equity,FINECO SPA,2019,1,8.2,Financials,Banks,5.0712,NA,-2.4882,-5.7872,-48.9174,-48.9174,538.6363,NA,NA
FCX US Equity,FREEPORT-MCMORAN INC,2019,1,11.23,Basic Materials,Industrial Metals & Mining,6.6652,8.917,6.5444,13.4373,29.2771,28.8958,-53.1056,316,25.5207
FDC US Equity,FIRST DATA CORP- CLASS A,2019,1,24.9,Industrials,Support Services,23.9134,11.4675,4.0135,3.6345,58.1871,33.9964,34.375,475,18.1579
FDO US Equity,FAMILY DOLLAR STORES,2019,1,79.15,Consumer Services,General Retailers,29.6081,51.7159,5.8885,10.5519,13.2444,17.5013,-1.4085,126.285,3.3146
FDR FP Equity,FONCIERE DES REGIONS,2019,1,0.01,Financials,Real Estate Investment Trusts,7.1096,897.8922,3.9868,6.3401,14.3246,0.5384,-6.7466,934.7991799999999,152.9023
FDX US Equity,FEDEX CORP,2019,1,178.71,Industrials,Industrial Transportation,10.4471,56.5537,9.5993,15.6909,27.3515,25.2717,23.1834,1168,6.8834
FE US Equity,FIRSTENERGY CORP,2019,1,38.75,Utilities,Electricity,18.5105,14.8493,-3.1026,-1.5082,-25.1949,16.4765,-2.9412,710,1.3458
FER SQ Equity,FERROVIAL SA,2019,1,19.405,Industrials,Construction & Materials,36.4455,22.028,0.5406,2.4995,2.3923,2.0458,-12.528,176.79199999999997,2.218
FFIV US Equity,F5 NETWORKS INC,2019,1,159.31,Technology,Technology Hardware & Equipment,19.2227,13.97,18.4255,NA,37.6401,38.9034,52.8169,158.216,27.8241
FGR FP Equity,EIFFAGE,2019,1,82.5,Industrials,Construction & Materials,12.5619,8.8438,2.0139,6.2958,14.1346,14.9227,22.0512,902.328,10.8006
FHN US Equity,FIRST HORIZON NATIONAL CORP,2019,1,14.8,Financials,Banks,10.5048,25.0195,1.3252,6.3436,12.5677,10.6529,186.2069,NA,NA
FI IM Equity,FIAT INDUSTRIAL,2019,1,9.78,Industrials,Industrial Engineering,14.6857,29.5088,1.903,3.8216,15.1674,18.5489,-9.0648,1035.0862788,7.0697
FII US Equity,FEDERATED INVESTORS INC-CL B,2019,1,25.82,Financials,Financial Services,11.7833,71.7213,15.8767,20.8144,26.1681,26.6941,-53.4351,86.288,NA
FIS US Equity,FIDELITY NATIONAL INFO SERV,2019,1,105.26,Industrials,Support Services,31.3599,18.3632,6.4016,9.3852,15.3095,10.1032,161.1111,342,17.1695
FISV US Equity,FISERV INC,2019,1,84.79,Industrials,Support Services,29.9027,28.1043,13.8158,20.9497,57.7529,44.5963,103.6364,356,30.1831
FITB US Equity,FIFTH THIRD BANCORP,2019,1,26.86,Financials,Banks,10.8667,6.7483,1.5117,6.3606,14.0101,11.4449,-8.4507,NA,NA
FJ US Equity,FORT JAMES CORP,2019,1,14.55,Basic Materials,Forestry & Paper,16.9308,28.822,4.434,14.7287,50.8877,40.131,-8.0645,225.8,11.7982
FL US Equity,FOOT LOCKER INC,2019,1,56.5,Consumer Services,General Retailers,12.6048,13.0125,7.8683,11.1031,11.3839,19.6429,94.8718,112,7.189
FLIR US Equity,FLIR SYSTEMS INC,2019,1,48.49,Industrials,Aerospace & Defense,24.4065,19.6067,4.7525,6.0285,6.9761,14.4438,15.2174,88.552,17.007
FLR US Equity,FLUOR CORP,2019,1,36.44,Industrials,Construction & Materials,24.2896,25.8058,2.5613,6.782,7.4257,9.63,-19.1176,161.053,2.6554
FLS US Equity,FLOWSERVE CORP,2019,1,43.65,Industrials,Industrial Engineering,25.6824,53.9789,-1.0449,-1.8897,-2.9338,12.7282,-38.8889,58.896,5.8844
FLT US Equity,FLEETCOR TECHNOLOGIES INC,2019,1,202.09,Industrials,Support Services,25.1059,21.7203,6.9547,NA,22.6574,20.1727,-20.1794,281.09,43.581
FMC US Equity,FMC CORP,2019,1,68.8854,Basic Materials,Chemicals,10.9772,42.3953,12.9309,21.1807,38.6514,28.7389,9.6154,141.8,16.1668
FME GY Equity,FRESENIUS MEDICAL CARE AG &,2019,1,64.28,Health Care,Health Care Equipment & Services,9.9563,19.6442,7.8287,13.1402,18.6803,5.3261,-7.9208,584.024336,17.2432
FNTN GY Equity,FREENET AG,2019,1,18.65,Telecommunications,Mobile Telecommunications,10.6729,8.7547,4.0725,6.6418,13.7453,13.0018,-73.6,106.125712,9.6525
FORA NA Equity,AGEAS,2019,1,1.34,Financials,Life Insurance,0.7652,NA,0.8933,7.9696,9.8998,8.9029,189.0139,NA,NA
FORTUM FH Equity,FORTUM OYJ,2019,1,19.95,Utilities,Electricity,21.0851,78.2504,4.1064,5.7195,7.1666,5.9161,-87.5,104.46799999999999,22.5419
FOSL US Equity,FOSSIL GROUP INC,2019,1,17.29,Consumer Goods,Personal Goods,26.2949,3.6428,-8.1348,-678.3925,-22.4244,2.4197,97.7496,22.653,1.745
FOX US Equity,FOX CORP - CLASS B,2019,1,NA,Consumer Services,Media,25.0518,24.3186,23.3747,32.8588,55.078,14.4703,489.899,385,20.9879
FOXA US Equity,FOX CORP - CLASS A,2019,1,NA,Consumer Services,Media,25.1795,24.4425,23.3747,32.8588,55.078,14.4703,489.899,385,20.9879
FP FP Equity,TOTAL SA,2019,1,47.68,Oil & Gas,Oil & Gas Producers,12.896,19.0653,4.5267,7.174,9.9432,12.2714,39.6226,6760.571999999999,9.016
FPC US Equity,FLORIDA PROGRESS CORP,2019,1,55.0625,Utilities,Electricity,15.0584,31.0001,3.1429,6.6478,11.0547,11.2841,-67.8571,255,10.431
FPE3 GY Equity,FUCHS PETROLUB SE -PREF,2019,1,42,Basic Materials,Chemicals,19.7688,38.9581,16.1921,23.7397,22.0616,22.5715,23.4373,101.02399999999999,14.9766
FR FP Equity,VALEO SA,2019,1,27.07,Consumer Goods,Automobiles & Parts,11.8509,7.8936,4.9245,11.205,19.3339,20.5666,-9.9057,846.0759999999999,7.5096
FRA GY Equity,FRAPORT AG FRANKFURT AIRPORT,2019,1,69.24,Industrials,Industrial Transportation,13.4217,17.2446,3.2769,6.217,9.2538,7.7266,16.3265,357.4872,20.9965
FRC US Equity,FIRST REPUBLIC BANK/CA,2019,1,96.35,Financials,Banks,20.0894,16.073,0.9133,4.6101,10.9309,10.9309,16.9643,NA,NA
FRE GY Equity,FRESENIUS SE & CO KGAA,2019,1,45.95,Health Care,Health Care Equipment & Services,12.423400000000001,15.8078,3.7161999999999997,10.3977,14.4238,13.0863,5.6338,1195.068,15.3081
FRE3 GY Equity,FRESENIUS SE-PREF,2019,1,62.5,Health Care,Health Care Equipment & Services,16.5065,8.8727,3.7161999999999997,10.3977,14.4238,13.0863,5.6338,1195.068,15.3081
FRT US Equity,FEDERAL REALTY INVS TRUST,2019,1,131.14,Financials,Real Estate Investment Trusts,43.9375,71.9879,3.8068,4.2386,10.9511,10.6601,-44.2177,90.342,38.6652
FRX US Equity,FOREST LABORATORIES INC,2019,1,100.16,Health Care,Pharmaceuticals & Biotechnology,80.6018,75.4661,1.6827999999999999,2.4919000000000002,2.7758000000000003,5.6094,-0.5556,111.752,3.0643
FSH US Equity,FISHER SCIENTIFIC INTERNATIO,2019,1,88.2,Health Care,Health Care Equipment & Services,21.8086,21.9911,5.7305,8.7888,10.8802,11.457,-52.6316,211.2,12.9634
FSLR US Equity,FIRST SOLAR INC,2019,1,50.5,Oil & Gas,Alternative Energy,30.3952,12.6441,-4.8094,-10.3315,-6.3696,2.6113,-72.0812,58.475,-0.3153
FTA ID Equity,FIRST ACTIVE PLC,2019,1,6.16,Financials,Financial Services,8.3973,11.461,2.3564,3.9493,9.1954,14.8778,123.9264,NA,NA
FTI FP Equity,TECHNIPFMC PLC,2019,1,20.36,Oil & Gas,"Oil Equipment, Services & Distribution",NA,NA,0.6531,12.5181,1.3854,3.7098,15.3846,321.5548,7.7334
FTI US Equity,TECHNIPFMC PLC,2019,1,23.34,Oil & Gas,"Oil Equipment, Services & Distribution",28.3172,77.4115,0.6531,12.5181,1.3854,3.7098,15.3846,280.1,7.7334
FTNT US Equity,FORTINET INC,2019,1,75.25,Technology,Software & Computer Services,66.7387,22.1175,4.677,13.4505,13.4505,18.6602,133.3333,62.8,10.994299999999999
FTR US Equity,FRONTIER COMMUNICATIONS CORP,2019,1,1.99,Telecommunications,Fixed Line Telecommunications,0.4169,0.2881,-5.6859,-1.225,-94.1074,-9.7229,-245.3782,-33,-12.1094
FTV US Equity,FORTIVE CORP,2019,1,74.71,Industrials,General Industrials,24.9703,20.9453,9.8181,16.169,24.0916,23.7755,-15.5844,321.4,19.2973
FUR NA Equity,FUGRO NV-CVA,2019,1,9.49,Oil & Gas,"Oil Equipment, Services & Distribution",15.008,15.4695,-5.2495,-4.7305,-14.1066,-17.9595,56.1348,4.018,0.1564
FWB IM Equity,FASTWEB SPA,2019,1,17.95,Telecommunications,Fixed Line Telecommunications,82.691,25.1748,-1.55,-0.6399,-6.0735,-0.3783,-27.99,31.774344,1.8218
FWB NI Equity,FASTWEB SPA,2019,1,102.348,Telecommunications,Fixed Line Telecommunications,NA,NA,-1.55,-0.6399,-6.0735,-0.3783,-27.99,31.774344,1.8218
G IM Equity,ASSICURAZIONI GENERALI,2019,1,15.495,Financials,Nonlife Insurance,11.2273,2.8048,0.4207,7.8305,9.3723,9.8773,2.6316,NA,NA
G US Equity,GENPACT LTD,2019,1,29.57,Industrials,Support Services,20.1509,22.1982,7.9322,11.8464,20.7707,21.0108,2.6316,94.028,10.6681
G1A GY Equity,GEA GROUP AG,2019,1,24.54,Industrials,Industrial Engineering,37.8707,32.8467,3.7639,8.3584,8.7742,8.9794,27.748,96.90612399999999,7.4164
G24 GY Equity,SCOUT24 AG,2019,1,40.46,Technology,Software & Computer Services,26.7312,23.4415,5.6596,7.6533,12.0701,12.3017,25.9259,55.551719999999996,38.1698
GALP PL Equity,GALP ENERGIA SGPS SA,2019,1,13.585,Oil & Gas,Oil & Gas Producers,15.107,21.8365,7.4197,12.3715,20.4393,23.5201,44.0573,590.072,10.4383
GAM SQ Equity,GAMESA CORP TECNOLOGICA SA,2019,1,18.635,Oil & Gas,Alternative Energy,15.196,17.9278,0.7585,1.8364,1.959,8.116,291.0178,45.919999999999995,2.3643
GAS SQ Equity,GAS NATURAL SDG SA,2019,1,22.62,Utilities,"Gas, Water & Multiutilities",28.5636,38.3047,-6.4171,10.2424,-21.9765,4.3669,70.2434,588.924,-8.9034
GAS US Equity,SOUTHERN CO GAS,2019,1,65.98,Utilities,"Gas, Water & Multiutilities",24.5072,299.6383,1.0989,1.9357,2.6307,0.2875,-6.1728,374,23.3756
GBB FP Equity,BOURBON CORP,2019,1,3.45,Oil & Gas,"Oil Equipment, Services & Distribution",18.0843,3.7104,-18.2889,-21.7783,-67.207,-51.9215,-128.0089,-364.83439999999996,-51.7011
GBF GY Equity,BILFINGER SE,2019,1,28.14,Industrials,Support Services,12.5852,22.1586,-0.5108,-22.5528,-1.3494,-2.5874,98,9.184,-0.398
GBLB BB Equity,GROUPE BRUXELLES LAMBERT SA,2019,1,82.5,Financials,Financial Services,22.068,10.2437,2.5442,3.5845000000000002,3.7366,3.7042,-20.8044,1446.2504,NA
GCC ID Equity,C&C GROUP PLC,2019,1,3.235,Consumer Goods,Beverages,14.0861,11.7756,5.3071,8.1797,13.6471,14.2,14.9606,63.484399999999994,7.5956
GD US Equity,GENERAL DYNAMICS CORP,2019,1,169.18,Industrials,Aerospace & Defense,14.9962,20.4522,8.3153,15.6232,28.877299999999998,29.4669,44.8598,1226,12.3145
GDT US Equity,GUIDANT LLC,2019,1,80.25,Health Care,Health Care Equipment & Services,57.2143,37.7869,7.1046,9.2799,9.7929,12.2964,-33.3333,95.6,17.4506
GDW US Equity,GOLDEN WEST FINANCIAL CORP,2019,1,77.3,Financials,Banks,15.481,12.4532,1.2658,2.5488,17.9698,17.9698,7.6923,NA,NA
GE US Equity,GENERAL ELECTRIC CO,2019,1,9.5548,Industrials,General Industrials,16.9395,46.3222,-6.5908,-10.8784,-52.4207,11.7103,-33.3333,440,-17.9483
GE1 GY Equity,GENERALI DEUTSCHLAND HOLDING,2019,1,113.45,Financials,Nonlife Insurance,13.9308,NA,0.3436,5.5171,9.3352,9.3167,-13.5684,NA,NA
GEN US Equity,GENESIS HEALTHCARE INC,2019,1,1.54,Health Care,Health Care Equipment & Services,21.1311,13.833,-5.4842,-10.6192,-131.4332,-113.8503,85.533,44.717,3.709
GENZ US Equity,GENZYME CORP,2019,1,76.33,Health Care,Pharmaceuticals & Biotechnology,80.1384,170.9794,4.0253,5.7068,5.5288,3.3105,237.5,108.317,0.5488
GET FP Equity,GETLINK SE,2019,1,12.82,Industrials,Industrial Transportation,53.1161,57.4825,1.5596,3.8664,6.0463,6.2448,16.6667,195.64215999999996,35.8278
GFC FP Equity,GECINA SA,2019,1,130.6,Financials,Real Estate Investment Trusts,9.4022,138.5655,11.6342,12.0413,19.6009,4.2343,-67.2723,604.624048,141.6282
GFJ GY Equity,GAGFAH SA,2019,1,15.85,Financials,Real Estate Investment & Services,37.9197,80.9207,1.4384000000000001,1.7466,4.5123,-3.9135999999999997,-60.2183,93.7916,57.3233
GGP US Equity,GGP INC,2019,1,22.03,Financials,Real Estate Investment Trusts,41.3499,48.653,19.0309,20.1418,6.8728,6.0301,1793.5936,-69.715,23.4284
GHC US Equity,GRAHAM HOLDINGS CO-CLASS B,2019,1,657.91,Consumer Services,Media,14.9361,18.6545,9.0313,14.1294,15.4876,6.7325,425.1737,60.739,8.8603
GIB GY Equity,GSW IMMOBILIEN AG,2019,1,37.47,Financials,Real Estate Investment & Services,27.959,NA,1.6612,1.7325,3.8705,3.8664,-20,509.62016,69.387
GILD US Equity,GILEAD SCIENCES INC,2019,1,69.81,Health Care,Pharmaceuticals & Biotechnology,13.2342,12.1521,2.4611,3.48,6.6533,30.8347,-22.1154,2623,41.9505
GIS US Equity,GENERAL MILLS INC,2019,1,43.73,Consumer Goods,Food Producers,14.1909,12.7716,8.0304,12.5566,38.1854,33.1138,-5.7143,601.5,15.3387
GL FP Equity,DES GALERIES LAFAYETTE SA,2019,1,235,Industrials,Support Services,23.0167,37.6982,0.4115,1.9529999999999998,2.4368,2.5393,-88.3341,426.92053599999997,7.5031
GLB ID Equity,GLANBIA PLC,2019,1,16.72,Consumer Goods,Food Producers,21.0649,17.9438,11.0653,15.3707,23.1592,13.5746,-15.7722,118.93279999999999,8.3007
GLE FP Equity,SOCIETE GENERALE SA,2019,1,28.21,Financials,Banks,5.9932,NA,0.2504,0.7666,5.1242,6.1422,32.2031,NA,NA
GLJ GY Equity,GRENKE AG,2019,1,81.6,Financials,Financial Services,27.7607,54.2355,2.3482,2.757,12.4581,12.4684,-66.6811,60.072544,NA
GLK US Equity,GREAT LAKES BANCORP INC,2019,1,12.02,Financials,Banks,NA,NA,-0.374,-1.4742,-2.4767,-2.4767,-100,NA,NA
GLPG NA Equity,GALAPAGOS NV,2019,1,89.06,Health Care,Pharmaceuticals & Biotechnology,55.979,12.7447,-9.7571,-11.8871,-12.8421,-12.8421,-12.6214,-75.522328,-66.4031
GLW US Equity,CORNING INC,2019,1,33.44,Technology,Technology Hardware & Equipment,20.0176,38.6471,3.8764,5.8921,7.7943,11.651299999999999,82.9268,464,13.9504
GM US Equity,GENERAL MOTORS CO,2019,1,38.81,Consumer Goods,Automobiles & Parts,5.2514,8.4911,0.3598,0.5893,2.0049,26.5552,2143.2725,1610,3.977
GMCR US Equity,KEURIG GREEN MOUNTAIN INC,2019,1,91.94,Consumer Goods,Food Producers,28.8191,24.2506,10.754,14.9629,16.1567,16.8027,-29.8851,144.161,16.934
GME US Equity,GAMESTOP CORP-CLASS A,2019,1,11.17,Consumer Services,General Retailers,2.1589,6.4406,-0.9716,-6.8437,-1.9566,13.4973,-51.7241,21.6,0.7672
GN5 ID Equity,GRAFTON GROUP PLC-UTS,2019,1,6.85,Industrials,Support Services,NA,NA,6.1528,9.6482,11.8132,11.4626,17.647100000000002,103.42905999999999,6.1343
GNW US Equity,GENWORTH FINANCIAL INC-CL A,2019,1,4.73,Financials,Life Insurance,9.435,1.4838,0.7748,5.8218,6.1932,2.6752,26.087,NA,NA
GOOG US Equity,ALPHABET INC-CL C,2019,1,1103,Technology,Software & Computer Services,NA,NA,9.1312,11.2497,11.481,18.104,36.0453,8310,19.8528
GOOGL US Equity,ALPHABET INC-CL A,2019,1,1112.24,Technology,Software & Computer Services,25.9174,34.283,9.1312,11.2497,11.481,18.104,36.0453,8310,19.8528
GP US Equity,GEORGIA-PACIFIC LLC,2019,1,48,Basic Materials,Forestry & Paper,16.7762,12.6214,2.4706,6.9453,9.0018,12.0881,-40.8602,426,9.2475
GPC US Equity,GENUINE PARTS CO,2019,1,99.29,Consumer Goods,Automobiles & Parts,17.5926,16.0459,6.6087,14.8466,20.9451,22.9809,38.8889,298.948,5.8521
GPN US Equity,GLOBAL PAYMENTS INC,2019,1,113.24,Industrials,Support Services,37.0292,19.9552,4.738,8.5595,16.4889,12.502,55.5556,223.162,20.3286
GPS US Equity,GAP INC/THE,2019,1,25.19,Consumer Services,General Retailers,10.8406,17.3901,11.4545,21.4665,28.4805,29.8063,11.5942,398,8.4992
GR US Equity,GOODRICH CORP,2019,1,127.46,Industrials,Aerospace & Defense,19.4976,28.8017,7.8338,14.6399,20.9559,21.8778,-3.268,323.7,16.3138
GRA US Equity,WR GRACE & CO,2019,1,70.88,Basic Materials,Chemicals,17.5573,37.935,-0.7539,-1.7263,-7.3485,78.7043,-65.7143,102.5,16.371
GRF SQ Equity,GRIFOLS SA,2019,1,23.05,Health Care,Pharmaceuticals & Biotechnology,25.9404,30.6972,6.1364,NA,18.096800000000002,15.3201,-2.9785,306.248516,22.4814
GRMN US Equity,GARMIN LTD,2019,1,69.14,Consumer Goods,Leisure Goods,18.7618,17.0873,12.943,16.9304,16.9546,17.1781,20.9877,195.959,22.2483
GS US Equity,GOLDMAN SACHS GROUP INC,2019,1,200.1,Financials,Financial Services,7.6877,6.0216,1.1316,1.9288,13.2019,13.4694,24.2541,7185,NA
GT US Equity,GOODYEAR TIRE & RUBBER CO,2019,1,20.96,Consumer Goods,Automobiles & Parts,9.1556,40.3936,2.7481,5.663,10.0599,14.0025,186.5385,342,7.9898
GTE US Equity,GRAN TIERRA ENERGY INC,2019,1,2.35,Oil & Gas,Oil & Gas Producers,8.6667,19.5854,4.5783000000000005,6.4688,7.1370000000000005,16.7424,1800,58.551,29.5761
GTK IM Equity,GTECH SPA,2019,1,17.99,Consumer Services,Travel & Leisure,39.3542,5.3267,-0.257,-0.457,-0.81,3.2414,27.7778,171.36425599999998,17.2947
GTN NA Equity,GETRONICS BV,2019,1,6.25,Technology,Software & Computer Services,7.8911,8.4809,-10.5736,3.6007,-52.7811,-44.7337,-47.6601,-76.916,0.6628
GTO FP Equity,GEMALTO,2019,1,64.51,Technology,Software & Computer Services,25.372,23.512,1.2315,2.059,2.4271,3.6835,-61.6215,24.64182,3.0188
GTO NA Equity,GEMALTO,2019,1,50.62,Technology,Software & Computer Services,74.6791,23.3438,1.2315,2.059,2.4271,3.6835,-61.6215,24.64182,3.0188
GTW US Equity,GATEWAY INC,2019,1,1.9,Technology,Technology Hardware & Equipment,1719.9965,13.4283,1.4007,3.8862,9.2543,-7.9325,33.3333,-2.734,-0.5977
GUC NA Equity,KERING HOLLAND NV,2019,1,69.4,Consumer Services,General Retailers,35.6455,NA,2.3524,NA,4.5372,5.0169,21.6495,79.43700799999999,4.3236
GWW US Equity,WW GRAINGER INC,2019,1,295.57,Industrials,Support Services,17.6625,19.8183,13.392,20.9696,42.9916,51.2176,40.5303,290,10.3193
GXI GY Equity,GERRESHEIMER AG,2019,1,60.05,Health Care,Health Care Equipment & Services,14.3688,29.0091,5.0411,8.1372,16.2652,17.2997,-28.0488,38.197404,11.0652
H US Equity,HYATT HOTELS CORP - CL A,2019,1,69.11,Consumer Services,Travel & Leisure,34.624,157.3875,12.0372,17.9563,24.7493,8.8867,1414.2857,62,6.6095
HAL US Equity,HALLIBURTON CO,2019,1,31.53,Oil & Gas,"Oil Equipment, Services & Distribution",16.5502,24.2841,6.4856,11.4751,18.5609,18.6281,19.0476,608,10.2813
HAR US Equity,HARMAN INTERNATIONAL,2019,1,111.5,Consumer Goods,Leisure Goods,17.8139,14.2978,5.9946,10.5009,14.5083,17.8759,-10.828,174.014,8.5125
HAS US Equity,HASBRO INC,2019,1,90.54,Consumer Goods,Leisure Goods,23.6105,22.5761,3.7386,6.477,10.7386,31.7628,-1.8868,313.336,12.3594
HAV FP Equity,HAVAS SA,2019,1,9.25,Consumer Services,Media,25.9563,25.526,2.5332,7.2552,8.9543,10.7096,-35,114.8,11.3191
HBAN US Equity,HUNTINGTON BANCSHARES INC,2019,1,13.41,Financials,Banks,11.0333,8.8281,1.3082,5.9504,13.1789,13.1789,-21.0526,NA,NA
HBI US Equity,HANESBRANDS INC,2019,1,14.94,Consumer Goods,Personal Goods,8.7834,9.8009,0.093,9.8324,0.652,65.2793,-16.0714,256.889,11.2076
HCA US Equity,HCA HEALTHCARE INC,2019,1,138.89,Health Care,Health Care Equipment & Services,15.919,15.2517,9.9921,20.1249,NA,NA,130.597,1923,14.2297
HCBK US Equity,HUDSON CITY BANCORP INC,2019,1,10.22,Financials,Banks,41.2617,91.069,0.3222,0.6933,2.443,2.4626,-12.5,NA,NA
HCN US Equity,WELLTOWER INC,2019,1,58.37,Financials,Real Estate Investment Trusts,40.3896,41.1794,2.0252,2.1848,3.9489,1.9207999999999998,-15,202.97,17.6233
HCP US Equity,HCP INC,2019,1,30.88,Financials,Real Estate Investment Trusts,65.261,397.8034,1.2661,1.4066,3.1873,2.5928,375,109.357,19.014
HCR US Equity,HI-CRUSH INC,2019,1,4.37,NA,NA,25.6667,20.1706,6.3234,11.039,23.6172,29.2872,-14.2857,75.993,7.7339
HD US Equity,HOME DEPOT INC,2019,1,181.5,Consumer Services,General Retailers,19.8008,20.9419,21.3774,37.8333,354.2693,358.8352,35.3982,4901,14.5237
HDD GY Equity,HEIDELBERGER DRUCKMASCHINEN,2019,1,1.85,Industrials,Industrial Engineering,25.1092,10.8128,0.3135,2.3115,1.8187,3.4139,-50,22.8739,3.3227
HEI GY Equity,HEIDELBERGCEMENT AG,2019,1,60.9,Industrials,Construction & Materials,10.3476,12.8516,3.0061,5.1815,7.1114,5.781,12.7049,765.2568,10.2868
HEIA NA Equity,HEINEKEN NV,2019,1,78.26,Consumer Goods,Beverages,23.4572,17.8754,4.8616,8.653,15.0321,14.7242,9.1503,1680.6719999999998,14.3082
HEIO NA Equity,HEINEKEN HOLDING NV,2019,1,76.05,Consumer Goods,Beverages,22.6949,8.7331,2.455,8.6671,15.2382,16.8452,9.1503,1680.6719999999998,14.3082
HEN3 GY Equity,HENKEL AG & CO KGAA VORZUG,2019,1,84.74,Consumer Goods,Household Goods & Home Construction,15.8886,20.3082,8.5655,12.3792,15.7962,18.0995,10.0775,956.2839999999999,15.2203
HER IM Equity,HERA SPA,2019,1,2.936,Utilities,"Gas, Water & Multiutilities",15.3725,9.3699,3.1638,7.4408,10.8979,12.0653,20.7774,118.1292,8.0823
HES US Equity,HESS CORP,2019,1,54.04,Oil & Gas,Oil & Gas Producers,2009.6094,101.0913,-1.2661,-1.7542,-3.3589,-2.7123,99.4166,131,8.4888
HET US Equity,CAESARS ENTERTAINMENT CORP,2019,1,89.97,Consumer Services,Travel & Leisure,27.6831,129.9602,-1.1579,6.023,-194.4003,-129.4494,21.6495,250.8,9.7298
HFC US Equity,HOLLYFRONTIER CORP,2019,1,56.51,Oil & Gas,Oil & Gas Producers,8.0501,7.9264,13.6498,20.2766,27.0801,20.6189,27.451,503.517,10.2007
HGM NA Equity,REXEL HOLDING NETHERLANDS BV,2019,1,4.82,Industrials,Support Services,17.8519,23.6158,5.8224,3.7766,17.0726,17.0726,-22.7273,129.6841644,2.9687
HI US Equity,HILLENBRAND INC,2019,1,42.89,Consumer Services,General Retailers,17.7366,11.4899,4.475,8.8948,11.6714,20.4088,60.7143,49.5,9.5559
HIG US Equity,HARTFORD FINANCIAL SVCS GRP,2019,1,46.35,Financials,Nonlife Insurance,11.5128,6.1809,-1.4647000000000001,-9.9588,-13.9644,10.5734,195.7968,NA,NA
HII US Equity,HUNTINGTON INGALLS INDUSTRIE,2019,1,207.68,Industrials,Aerospace & Defense,14.8759,19.7646,11.1228,24.5953,38.903,27.084,61.2805,290,12.2539
HLE GY Equity,HELLA GMBH & CO KGAA,2019,1,39.88,Consumer Goods,Automobiles & Parts,6.9462,9.6719,10.8233,18.2884,25.0209,17.8438,201.6508,439.85505199999994,10.8328
HLT US Equity,HILTON WORLDWIDE HOLDINGS IN,2019,1,74.14,Consumer Services,Travel & Leisure,26.5911,18.9637,8.9473,19.2997,125.5814,73.3845,12.2449,385,15.3005
HM US Equity,HOMESTAKE MINING,2019,1,13.95,Basic Materials,Mining,71.8333,163.8291,1.331,0.9172,3.2022,5.6441,0,2.287,1.1946
HMA US Equity,HEALTH MANAGEMENT ASSOCIATES,2019,1,13.19,Health Care,Health Care Equipment & Services,26.7016,33.8429,-0.2767,4.1617,-1.478,-1.2458,-81.25,-69.24,3.3158
HNR1 GY Equity,HANNOVER RUECK SE,2019,1,127.2,Financials,Nonlife Insurance,14.3217,4.6911,1.7919,11.4637,13.7132,13.6524,1126.5989,NA,NA
HNZ US Equity,KRAFT HEINZ FOODS CO,2019,1,72.48,Consumer Goods,Food Producers,20.2178,23.4776,3.5355,5.4319,6.7697,11.0625,-33.3333,1070,13.6995
HO FP Equity,THALES SA,2019,1,98.02,Industrials,Aerospace & Defense,20.9324,29.3944,3.9731,13.9346,18.9574,21.7058,52.4823,693.2771999999999,8.5747
HOG US Equity,HARLEY-DAVIDSON INC,2019,1,36.4,Consumer Goods,Automobiles & Parts,9.9508,6.1903,5.1501,6.101,29.3763,34.3873,72.5,3.743,12.481
HOLX US Equity,HOLOGIC INC,2019,1,43.77,Health Care,Health Care Equipment & Services,36.2158,21.5936,-1.4635,0.1039,-4.2697,12.787,-36.6667,99.2,-7.3899
